t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,2,0,068735,0,000000,0,000000,0,000000,events/second
1701445980,2,0,033813,0,000000,0,000000,0,000000,events/second
1701446010,2,0,022430,0,000000,0,000000,0,000000,events/second
1701446040,2,0,016782,0,000000,0,000000,0,000000,events/second
1701446070,2,0,013406,0,000000,0,000000,0,000000,events/second
1701446100,2,0,011160,0,000000,0,000000,0,000000,events/second
1701446130,2,0,009560,0,000000,0,000000,0,000000,events/second
1701446160,2,0,008360,0,000000,0,000000,0,000000,events/second
1701446190,2,0,007428,0,000000,0,000000,0,000000,events/second
1701446220,2,0,006683,0,000000,0,000000,0,000000,events/second
1701446250,2,0,006074,0,000000,0,000000,0,000000,events/second
1701446280,2,0,005566,0,000000,0,000000,0,000000,events/second
