t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,110,3,999501,0,000000,0,000000,0,000000,events/second
1701445980,110,1,909642,0,000000,0,000000,0,000000,events/second
1701446010,110,1,255410,0,000000,0,000000,0,000000,events/second
1701446040,110,0,935134,0,000000,0,000000,0,000000,events/second
1701446070,110,0,745035,0,000000,0,000000,0,000000,events/second
1701446100,110,0,619158,0,000000,0,000000,0,000000,events/second
1701446130,110,0,529691,0,000000,0,000000,0,000000,events/second
1701446160,110,0,462790,0,000000,0,000000,0,000000,events/second
1701446190,110,0,410891,0,000000,0,000000,0,000000,events/second
1701446220,110,0,369458,0,000000,0,000000,0,000000,events/second
1701446250,110,0,335625,0,000000,0,000000,0,000000,events/second
1701446280,110,0,307476,0,000000,0,000000,0,000000,events/second
