t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,312,11,270275,0,000000,0,000000,0,000000,events/second
1701445980,312,5,405976,0,000000,0,000000,0,000000,events/second
1701446010,312,3,556291,0,000000,0,000000,0,000000,events/second
1701446040,312,2,649902,0,000000,0,000000,0,000000,events/second
1701446070,312,2,111607,0,000000,0,000000,0,000000,events/second
1701446100,312,1,755060,0,000000,0,000000,0,000000,events/second
1701446130,312,1,501594,0,000000,0,000000,0,000000,events/second
1701446160,312,1,311984,0,000000,0,000000,0,000000,events/second
1701446190,312,1,164958,0,000000,0,000000,0,000000,events/second
1701446220,312,1,047531,0,000000,0,000000,0,000000,events/second
1701446250,312,0,951636,0,000000,0,000000,0,000000,events/second
1701446280,312,0,871848,0,000000,0,000000,0,000000,events/second
1701446310,324,0,835347,0,000000,0,000000,0,000000,events/second
