t,value
1701445950,0.0
1701445980,1.0
1701446010,1.0
1701446040,1.0
1701446070,1.0
1701446100,1.0
1701446130,1.0
1701446160,1.0
1701446190,1.0
1701446220,1.0
1701446250,1.0
1701446280,1.0
1701446310,0.9857142857142858
