t,value
1701445950,20972182
1701445980,20972182
1701446010,20972182
1701446040,20972182
1701446070,20972182
1701446100,20972182
1701446130,20972182
1701446160,20972182
1701446190,20972182
1701446220,20972182
1701446250,20972182
1701446280,20972182
1701446310,37750990
