t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,1,0,036331,0,000000,0,000000,0,000000,events/second
1701445980,1,0,017360,0,000000,0,000000,0,000000,events/second
1701446010,1,0,011413,0,000000,0,000000,0,000000,events/second
1701446040,1,0,008501,0,000000,0,000000,0,000000,events/second
1701446070,1,0,006773,0,000000,0,000000,0,000000,events/second
1701446100,1,0,005629,0,000000,0,000000,0,000000,events/second
1701446130,1,0,004815,0,000000,0,000000,0,000000,events/second
1701446160,1,0,004207,0,000000,0,000000,0,000000,events/second
1701446190,1,0,003735,0,000000,0,000000,0,000000,events/second
1701446220,1,0,003359,0,000000,0,000000,0,000000,events/second
1701446250,1,0,003051,0,000000,0,000000,0,000000,events/second
1701446280,1,0,002795,0,000000,0,000000,0,000000,events/second
