t,value
1701445950,73728
1701445980,73728
1701446010,73728
1701446040,73728
1701446070,73728
1701446100,73728
1701446130,73728
1701446160,73728
1701446190,73728
1701446220,73728
1701446250,73728
1701446280,73728
