t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,95,3,265667,0,000000,0,000000,0,000000,events/second
1701445980,95,1,606190,0,000000,0,000000,0,000000,events/second
1701446010,95,1,065454,0,000000,0,000000,0,000000,events/second
1701446040,95,0,797165,0,000000,0,000000,0,000000,events/second
1701446070,95,0,636786,0,000000,0,000000,0,000000,events/second
1701446100,95,0,530123,0,000000,0,000000,0,000000,events/second
1701446130,95,0,454087,0,000000,0,000000,0,000000,events/second
1701446160,95,0,397098,0,000000,0,000000,0,000000,events/second
1701446190,95,0,352828,0,000000,0,000000,0,000000,events/second
1701446220,95,0,317433,0,000000,0,000000,0,000000,events/second
1701446250,95,0,288500,0,000000,0,000000,0,000000,events/second
1701446280,95,0,264408,0,000000,0,000000,0,000000,events/second
