t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,112,3,849184,0,000000,0,000000,0,000000,events/second
1701445980,112,1,893614,0,000000,0,000000,0,000000,events/second
1701446010,112,1,256114,0,000000,0,000000,0,000000,events/second
1701446040,112,0,939814,0,000000,0,000000,0,000000,events/second
1701446070,112,0,750737,0,000000,0,000000,0,000000,events/second
1701446100,112,0,624987,0,000000,0,000000,0,000000,events/second
1701446130,112,0,535344,0,000000,0,000000,0,000000,events/second
1701446160,112,0,468156,0,000000,0,000000,0,000000,events/second
1701446190,112,0,415966,0,000000,0,000000,0,000000,events/second
1701446220,112,0,374237,0,000000,0,000000,0,000000,events/second
1701446250,112,0,340127,0,000000,0,000000,0,000000,events/second
1701446280,112,0,311723,0,000000,0,000000,0,000000,events/second
