t,value
1701445950,74856
1701445980,74856
1701446010,74856
1701446040,74856
1701446070,74856
1701446100,74856
1701446130,74856
1701446160,74856
1701446190,74856
1701446220,74856
1701446250,74856
1701446280,74856
