t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,47,1,698199,0,000000,0,000000,0,000000,events/second
1701445980,47,0,814523,0,000000,0,000000,0,000000,events/second
1701446010,47,0,535793,0,000000,0,000000,0,000000,events/second
1701446040,47,0,399223,0,000000,0,000000,0,000000,events/second
1701446070,47,0,318119,0,000000,0,000000,0,000000,events/second
1701446100,47,0,264401,0,000000,0,000000,0,000000,events/second
1701446130,47,0,226214,0,000000,0,000000,0,000000,events/second
1701446160,47,0,197648,0,000000,0,000000,0,000000,events/second
1701446190,47,0,175498,0,000000,0,000000,0,000000,events/second
1701446220,47,0,157807,0,000000,0,000000,0,000000,events/second
1701446250,47,0,143360,0,000000,0,000000,0,000000,events/second
1701446280,47,0,131340,0,000000,0,000000,0,000000,events/second
1701446310,47,0,121180,0,000000,0,000000,0,000000,events/second
