t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,2,0,072675,0,000000,0,000000,0,000000,events/second
1701445980,2,0,034720,0,000000,0,000000,0,000000,events/second
1701446010,2,0,022825,0,000000,0,000000,0,000000,events/second
1701446040,2,0,017002,0,000000,0,000000,0,000000,events/second
1701446070,2,0,013546,0,000000,0,000000,0,000000,events/second
1701446100,2,0,011257,0,000000,0,000000,0,000000,events/second
1701446130,2,0,009631,0,000000,0,000000,0,000000,events/second
1701446160,2,0,008414,0,000000,0,000000,0,000000,events/second
1701446190,2,0,007471,0,000000,0,000000,0,000000,events/second
1701446220,2,0,006717,0,000000,0,000000,0,000000,events/second
1701446250,2,0,006102,0,000000,0,000000,0,000000,events/second
1701446280,2,0,005590,0,000000,0,000000,0,000000,events/second
