t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,1,0,034400,0,000000,0,000000,0,000000,events/second
1701445980,1,0,016909,0,000000,0,000000,0,000000,events/second
1701446010,1,0,011216,0,000000,0,000000,0,000000,events/second
1701446040,1,0,008392,0,000000,0,000000,0,000000,events/second
1701446070,1,0,006703,0,000000,0,000000,0,000000,events/second
1701446100,1,0,005580,0,000000,0,000000,0,000000,events/second
1701446130,1,0,004780,0,000000,0,000000,0,000000,events/second
1701446160,1,0,004180,0,000000,0,000000,0,000000,events/second
1701446190,1,0,003714,0,000000,0,000000,0,000000,events/second
1701446220,1,0,003341,0,000000,0,000000,0,000000,events/second
1701446250,1,0,003037,0,000000,0,000000,0,000000,events/second
1701446280,1,0,002783,0,000000,0,000000,0,000000,events/second
