t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,109,3,749337,0,000000,0,000000,0,000000,events/second
1701445980,109,1,843050,0,000000,0,000000,0,000000,events/second
1701446010,109,1,222535,0,000000,0,000000,0,000000,events/second
1701446040,109,0,914680,0,000000,0,000000,0,000000,events/second
1701446070,109,0,730653,0,000000,0,000000,0,000000,events/second
1701446100,109,0,608264,0,000000,0,000000,0,000000,events/second
1701446130,109,0,521018,0,000000,0,000000,0,000000,events/second
1701446160,109,0,455631,0,000000,0,000000,0,000000,events/second
1701446190,109,0,404831,0,000000,0,000000,0,000000,events/second
1701446220,109,0,364219,0,000000,0,000000,0,000000,events/second
1701446250,109,0,331021,0,000000,0,000000,0,000000,events/second
1701446280,109,0,303377,0,000000,0,000000,0,000000,events/second
