t,value
1701445950,157935040
1701445980,167372224
1701446010,176809408
1701446040,178906560
1701446070,185198016
1701446100,186246592
1701446130,192538048
1701446160,194635200
1701446190,200926656
1701446220,201975232
1701446250,208266688
1701446280,210363840
1701446310,279569856
