t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1701445950,32,1,100090,0,000000,0,000000,0,000000,events/second
1701445980,50,0,845360,0,000000,0,000000,0,000000,events/second
1701446010,68,0,762639,0,000000,0,000000,0,000000,events/second
1701446040,86,0,721643,0,000000,0,000000,0,000000,events/second
1701446070,104,0,697112,0,000000,0,000000,0,000000,events/second
1701446100,122,0,680789,0,000000,0,000000,0,000000,events/second
1701446130,140,0,669180,0,000000,0,000000,0,000000,events/second
1701446160,158,0,660436,0,000000,0,000000,0,000000,events/second
1701446190,176,0,653660,0,000000,0,000000,0,000000,events/second
1701446220,194,0,648231,0,000000,0,000000,0,000000,events/second
1701446250,212,0,643811,0,000000,0,000000,0,000000,events/second
1701446280,230,0,640145,0,000000,0,000000,0,000000,events/second
