t,value
1701445950,9223372036854775807
1701445980,9223372036854775807
1701446010,9223372036854775807
1701446040,9223372036854775807
1701446070,9223372036854775807
1701446100,9223372036854775807
1701446130,9223372036854775807
1701446160,9223372036854775807
1701446190,9223372036854775807
1701446220,9223372036854775807
1701446250,9223372036854775807
1701446280,9223372036854775807
1701446310,9223372036854775807
